  1  -0.977  -0.977  -0.939 -0.977
  2  -0.985  -0.985  -0.976 -0.985
  3  -0.989  -0.989  -0.986 -0.989
  4  -0.982  -0.982  -0.983 -0.982
  5  -0.986  -0.984  -0.986 -0.986
  6  -0.985  -0.985  -0.985 -0.985
  7  -0.987  -0.986  -0.986 -0.987
  8  -0.986  -0.985  -0.986 -0.986
  9  -0.989  -0.986  -0.988 -0.989
 10  -0.987  -0.987  -0.987 -0.987
 11  -0.985  -0.987  -0.985 -0.985
 12  -0.982  -0.986  -0.983 -0.982
 13  -0.974  -0.983  -0.976 -0.974
 14  -0.978  -0.981  -0.978 -0.978
 15  -0.984  -0.981  -0.983 -0.984
 16  -0.984  -0.981  -0.984 -0.984
 17  -0.980  -0.980  -0.981 -0.980
 18  -0.984  -0.982  -0.983 -0.984
 19  -0.988  -0.984  -0.987 -0.988
 20  -0.985  -0.984  -0.985 -0.985
 21  -0.988  -0.985  -0.987 -0.988
 22  -0.983  -0.985  -0.984 -0.983
 23  -0.982  -0.985  -0.982 -0.982
 24  -0.982  -0.984  -0.982 -0.982
 25  -0.986  -0.984  -0.985 -0.986
 26  -0.985  -0.984  -0.985 -0.985
 27  -0.984  -0.984  -0.984 -0.984
 28  -0.982  -0.984  -0.982 -0.982
 29  -0.983  -0.984  -0.983 -0.983
 30  -0.979  -0.983  -0.980 -0.979
 31  -0.984  -0.982  -0.983 -0.984
 32  -0.982  -0.982  -0.982 -0.982
 33  -0.991  -0.984  -0.989 -0.991
 34  -0.991  -0.985  -0.991 -0.991
 35  -0.987  -0.987  -0.987 -0.987
 36  -0.982  -0.986  -0.983 -0.982
 37  -0.985  -0.987  -0.985 -0.985
 38  -0.985  -0.986  -0.985 -0.985
 39  -0.983  -0.984  -0.984 -0.983
 40  -0.989  -0.985  -0.988 -0.989
 41  -0.983  -0.985  -0.984 -0.983
 42  -0.982  -0.984  -0.983 -0.982
 43  -0.984  -0.984  -0.984 -0.984
 44  -0.984  -0.984  -0.984 -0.984
 45  -0.985  -0.984  -0.984 -0.985
 46  -0.987  -0.984  -0.987 -0.987
 47  -0.975  -0.983  -0.977 -0.975
 48  -0.986  -0.983  -0.984 -0.986
 49  -0.984  -0.983  -0.984 -0.984
 50  -0.984  -0.983  -0.984 -0.984
 51  -0.985  -0.983  -0.985 -0.985
 52  -0.982  -0.984  -0.982 -0.982
 53  -0.978  -0.982  -0.979 -0.978
 54  -0.986  -0.983  -0.985 -0.986
 55  -0.982  -0.983  -0.983 -0.982
 56  -0.983  -0.982  -0.983 -0.983
 57  -0.986  -0.983  -0.985 -0.986
 58  -0.984  -0.984  -0.984 -0.984
 59  -0.973  -0.982  -0.975 -0.973
 60  -0.975  -0.980  -0.975 -0.975
 61  -0.981  -0.980  -0.980 -0.981
 62  -0.983  -0.979  -0.983 -0.983
 63  -0.983  -0.979  -0.983 -0.983
 64  -0.983  -0.981  -0.983 -0.983
 65  -0.982  -0.983  -0.982 -0.982
 66  -0.987  -0.984  -0.986 -0.987
 67  -0.991  -0.985  -0.990 -0.991
 68  -0.984  -0.986  -0.985 -0.984
 69  -0.984  -0.986  -0.984 -0.984
 70  -0.985  -0.986  -0.985 -0.985
 71  -0.984  -0.985  -0.984 -0.984
 72  -0.984  -0.984  -0.984 -0.984
 73  -0.989  -0.985  -0.988 -0.989
 74  -0.982  -0.985  -0.983 -0.982
 75  -0.984  -0.985  -0.984 -0.984
 76  -0.984  -0.985  -0.984 -0.984
 77  -0.984  -0.985  -0.984 -0.984
 78  -0.984  -0.984  -0.984 -0.984
 79  -0.986  -0.984  -0.985 -0.986
 80  -0.985  -0.985  -0.985 -0.985
 81  -0.986  -0.985  -0.985 -0.986
 82  -0.984  -0.985  -0.984 -0.984
 83  -0.985  -0.985  -0.985 -0.985
 84  -0.983  -0.985  -0.984 -0.983
 85  -0.985  -0.984  -0.984 -0.985
 86  -0.990  -0.985  -0.989 -0.990
 87  -0.979  -0.984  -0.981 -0.979
 88  -0.983  -0.984  -0.983 -0.983
 89  -0.984  -0.984  -0.984 -0.984
 90  -0.982  -0.984  -0.983 -0.982
 91  -0.981  -0.982  -0.981 -0.981
 92  -0.984  -0.983  -0.984 -0.984
 93  -0.990  -0.984  -0.988 -0.990
 94  -0.988  -0.985  -0.988 -0.988
 95  -0.982  -0.985  -0.983 -0.982
 96  -0.985  -0.986  -0.985 -0.985
 97  -0.981  -0.985  -0.982 -0.981
 98  -0.985  -0.984  -0.984 -0.985
 99  -0.988  -0.984  -0.987 -0.988
100  -0.986  -0.985  -0.987 -0.986
r  1  -0.977  -0.977  -0.939 -0.977
  2  -0.985  -0.985  -0.976 -0.985
  3  -0.989  -0.989  -0.986 -0.989
  4  -0.982  -0.982  -0.983 -0.982
  5  -0.986  -0.984  -0.986 -0.986
  6  -0.985  -0.985  -0.985 -0.985
  7  -0.987  -0.986  -0.986 -0.987
  8  -0.986  -0.985  -0.986 -0.986
  9  -0.989  -0.986  -0.988 -0.989
 10  -0.987  -0.987  -0.987 -0.987
 11  -0.985  -0.987  -0.985 -0.985
 12  -0.982  -0.986  -0.983 -0.982
 13  -0.974  -0.983  -0.976 -0.974
 14  -0.978  -0.981  -0.978 -0.978
 15  -0.984  -0.981  -0.983 -0.984
 16  -0.984  -0.981  -0.984 -0.984
 17  -0.980  -0.980  -0.981 -0.980
 18  -0.984  -0.982  -0.983 -0.984
 19  -0.988  -0.984  -0.987 -0.988
 20  -0.985  -0.984  -0.985 -0.985
 21  -0.988  -0.985  -0.987 -0.988
 22  -0.983  -0.985  -0.984 -0.983
 23  -0.982  -0.985  -0.982 -0.982
 24  -0.982  -0.984  -0.982 -0.982
 25  -0.986  -0.984  -0.985 -0.986
 26  -0.985  -0.984  -0.985 -0.985
 27  -0.984  -0.984  -0.984 -0.984
 28  -0.982  -0.984  -0.982 -0.982
 29  -0.983  -0.984  -0.983 -0.983
 30  -0.979  -0.983  -0.980 -0.979
 31  -0.984  -0.982  -0.983 -0.984
 32  -0.982  -0.982  -0.982 -0.982
 33  -0.991  -0.984  -0.989 -0.991
 34  -0.991  -0.985  -0.991 -0.991
 35  -0.987  -0.987  -0.987 -0.987
 36  -0.982  -0.986  -0.983 -0.982
 37  -0.985  -0.987  -0.985 -0.985
 38  -0.985  -0.986  -0.985 -0.985
 39  -0.983  -0.984  -0.984 -0.983
 40  -0.989  -0.985  -0.988 -0.989
 41  -0.983  -0.985  -0.984 -0.983
 42  -0.982  -0.984  -0.983 -0.982
 43  -0.984  -0.984  -0.984 -0.984
 44  -0.984  -0.984  -0.984 -0.984
 45  -0.985  -0.984  -0.984 -0.985
 46  -0.987  -0.984  -0.987 -0.987
 47  -0.975  -0.983  -0.977 -0.975
 48  -0.986  -0.983  -0.984 -0.986
 49  -0.984  -0.983  -0.984 -0.984
 50  -0.984  -0.983  -0.984 -0.984
 51  -0.985  -0.983  -0.985 -0.985
 52  -0.982  -0.984  -0.982 -0.982
 53  -0.978  -0.982  -0.979 -0.978
 54  -0.986  -0.983  -0.985 -0.986
 55  -0.982  -0.983  -0.983 -0.982
 56  -0.983  -0.982  -0.983 -0.983
